	3.43	1.68	14.43	1.45
	50.00	0.80	0.37	6.21
	32.15	0.13	3.32	1.83
	9.22	0.06	2.42	0.43
	2.39	0.18	1.10	0.29
	2.21	0.14	0.76	0.30
	2.42	0.51	0.73	0.34
	2.19	5.28	0.79	0.25
	1.53	0.14	0.67	0.29
	1.58	0.15	0.69	0.31
	1.65	0.22	0.89	0.50
	2.02	0.23	0.74	0.28
	2.28	0.24	0.78	0.27
	1.95	0.21	0.85	0.36
	2.96	0.18	0.74	0.35
	12.29	0.79	1.92	0.36
	50.00	2.28	5.93	0.46
	43.95	0.20	0.87	0.41
	14.36	0.26	3.04	0.54
	9.39	0.18	1.42	0.34
	8.95	0.24	2.18	0.42
	2.87	0.42	1.31	0.29
	2.50	0.24	1.26	0.31
	2.34	1.63	1.48	0.57
	2.45	0.39	1.82	0.32
	2.37	0.35	1.67	0.37
	2.50	0.30	1.81	0.38
	1.63	0.75	1.95	0.34
	13.47	0.19	5.20	0.65
	1.03	0.34	1.93	0.68
	6.44	0.93	8.17	2.96
	44.60	0.77	0.43	6.81
	16.44	0.18	2.67	0.36
	6.77	0.05	1.46	0.38
	2.99	3.18	0.95	0.53
	2.14	0.27	0.96	0.32
	2.82	0.25	1.40	0.48
	2.02	0.24	1.58	0.49
	3.00	0.27	1.49	0.51
	2.76	0.39	2.54	0.72
	3.28	0.30	1.25	0.59
	3.81	0.62	0.87	0.32
	2.38	0.20	1.91	0.30
	3.56	0.20	0.86	0.31
	4.06	0.20	1.06	0.32
	4.57	1.22	0.80	0.33
	31.58	0.49	2.01	0.59
	50.00	0.22	5.63	0.68
	39.23	0.21	0.84	0.43
	10.98	0.29	1.59	0.67
	4.15	0.18	1.32	0.30
	1.61	0.16	1.98	0.28
	8.86	0.14	1.44	0.38
	5.04	0.15	1.39	0.42
	2.68	0.14	1.41	0.35
	1.87	0.14	1.53	0.32
	2.69	0.13	4.51	0.34
	1.64	0.29	1.61	0.36
	1.32	0.13	2.48	0.35
	25.88	0.29	8.22	0.75
	1.23	0.22	1.48	0.49
	2.87	0.35	6.72	0.47
	27.22	0.71	0.37	6.15
	12.67	0.10	2.14	0.45
	5.56	0.20	2.13	2.58
	2.51	5.76	0.75	0.37
	1.87	0.14	0.70	0.30
	2.62	0.18	0.93	0.43
	2.28	0.20	0.88	0.23
	1.81	0.15	0.86	0.23
	1.69	0.15	0.69	0.23
	1.63	0.17	0.68	0.23
	2.77	0.16	0.76	0.26
	3.04	0.20	0.89	0.31
	3.17	0.17	0.78	0.30
	2.88	0.19	0.78	0.28
	3.74	0.18	1.02	0.36
	12.98	2.12	1.06	0.63
	12.17	0.56	2.56	0.60
	50.00	0.32	4.50	0.37
	22.45	0.24	1.07	0.46
	9.55	0.37	1.61	0.35
	1.79	0.24	1.35	0.35
	1.73	0.14	11.55	0.34
	1.61	0.26	1.31	0.33
	1.58	0.15	1.53	0.43
	1.31	0.21	3.44	0.71
	17.79	0.67	7.43	0.76
	9.56	0.23	1.05	1.56
	2.61	0.27	1.14	0.93
	2.37	0.25	1.00	0.29
	3.13	0.27	0.98	0.32
	5.01	0.26	1.03	0.29
	4.57	0.26	1.03	0.30
	4.19	0.27	1.10	0.28
	2.34	0.39	1.05	0.28
	2.35	0.25	1.00	0.26
	2.86	0.48	0.95	0.46
	2.78	0.37	1.56	0.44
	2.76	0.44	1.34	0.42
	4.17	0.37	1.65	0.43
	3.08	0.46	1.30	0.82
	1.60	0.46	2.26	2.93
	1.33	0.21	2.31	0.82
	0.97	0.14	2.86	0.73
	1.10	0.33	1.49	0.38
	17.50	1.57	13.75	2.72
	45.70	0.52	0.32	6.04
	12.04	0.10	3.49	0.57
	4.65	1.25	1.28	0.36
	1.62	0.32	0.89	0.40
	1.41	0.14	0.64	0.24
	1.89	0.21	0.78	0.26
	1.52	8.92	0.96	0.39
	2.14	0.25	1.43	0.60
	1.38	0.39	1.28	1.25
	1.76	0.25	0.64	0.69
	4.85	0.18	0.81	0.29
	12.71	0.17	1.60	0.43
	3.56	22.82	0.94	0.66
	11.25	0.04	0.65	2.28
	3.19	0.16	0.69	0.28
	22.99	0.71	0.83	0.38
	50.00	0.25	6.13	2.45
	34.55	0.27	0.79	1.00
	24.93	0.33	1.67	0.49
	4.25	0.15	1.55	0.39
	3.67	0.15	1.44	0.35
	2.98	0.14	1.52	0.44
	1.97	0.21	1.64	0.77
	2.65	0.25	4.37	0.56
	1.78	0.20	2.12	0.40
	24.96	0.15	2.08	0.42
	1.00	0.19	1.39	0.34
	6.03	1.43	16.04	2.90
	28.27	0.46	0.30	6.16
	15.51	0.12	2.49	0.53
	6.94	0.06	2.45	0.37
	1.24	0.18	1.03	0.69
	1.55	0.14	0.66	0.35
	1.97	0.30	0.74	0.27
	1.55	0.21	0.74	0.29
	1.89	0.14	0.67	0.26
	1.55	0.16	0.77	0.28
	1.65	0.17	0.74	0.30
	1.87	0.18	0.82	0.34
	2.21	0.17	0.71	0.28
	3.42	22.68	1.01	0.48
	10.92	0.04	0.57	2.54
	2.53	0.14	0.61	0.24
	6.57	0.67	2.57	0.41
	50.00	0.23	0.69	0.40
	40.49	0.22	1.04	0.33
	16.15	0.31	1.83	0.78
	23.96	0.17	1.41	0.42
	1.78	0.18	1.37	0.45
	16.62	0.80	10.50	0.91
	5.07	0.30	1.79	1.42
	2.76	0.33	2.02	0.58
	3.39	0.52	1.85	0.57
	22.69	0.17	9.20	0.59
	50.00	0.27	1.44	0.51
	4.58	0.71	8.38	3.37
	27.97	0.46	0.30	5.93
	16.38	0.10	2.37	0.35
	6.58	0.06	1.15	0.39
	1.54	0.14	0.87	0.40
	1.77	0.15	0.63	0.24
	2.03	0.22	0.68	0.30
	1.35	0.15	0.92	0.25
	1.95	0.18	0.70	0.30
	1.91	0.17	0.68	0.35
	2.37	7.51	0.80	0.40
	1.84	0.17	0.83	0.28
	3.16	0.20	0.71	0.26
