0,58225319055584,58225319055584,9223372036854775807,0,58225319909799,58225319928601,58225319930476,58225319993601,58225322481466,58225322583862,58225324265685,58225338692872,58225340146310,
0,58225587064199,58225653730867,9223372036854775807,0,58225666780164,58225666797247,58225667063081,58225667100841,58225668077820,58225670084227,58225670884123,58225671250998,58225677460372,
0,58225669990809,58225686657476,9223372036854775807,0,58225700776571,58225700797039,58225701007091,58225701396258,58225702144123,58225702202977,58225702332716,58225705656726,58225707490424,
0,58225703161453,58225703161453,9223372036854775807,0,58225709292560,58225709295580,58225709571257,58225709610164,58225712382091,58225712417091,58225712472456,58225714888185,58225715317195,
0,58225719746775,58225719746775,9223372036854775807,0,58225721069331,58225721084696,58225721975633,58225722003029,58225722134748,58225722278393,58225722460633,58225723561050,58225723852560,
0,58225736332097,58225736332097,9223372036854775807,0,58225737025060,58225737048081,58225738375633,58225738410997,58225738538705,58225738569070,58225738706830,58225739465841,58225739766987,
0,58225752917419,58225752917419,9223372036854775807,0,58225753272247,58225753293758,58225755153081,58225755196206,58225755338862,58225755374018,58225755885268,58225756617508,58225756960945,
0,58225769502741,58225769502741,9223372036854775807,0,58225769832559,58225769848653,58225770715529,58225771096779,58225771694123,58225771736727,58225777012872,58225777801570,58225778049747,
0,58225786088063,58225786088063,9223372036854775807,0,58225786366831,58225786368862,58225787416987,58225787453810,58225787621726,58225787650528,58225787794643,58225788464278,58225788750112,
0,58225802673385,58225802673385,9223372036854775807,0,58225802959227,58225802987612,58225804074279,58225804112300,58225804252820,58225804283445,58225804432820,58225805120164,58225805429851,
0,58225819258707,58225819258707,9223372036854775807,0,58225819547924,58225819563757,58225820476519,58225820534123,58225820912873,58225820965633,58225821184696,58225822073550,58225822571102,
0,58225835844029,58225835844029,9223372036854775807,0,58225836231622,58225836250372,58225837415997,58225837508914,58225837868653,58225837923601,58225838150685,58225838890685,58225839175320,
0,58225852429351,58225852429351,9223372036854775807,0,58225852793185,58225852833237,58225854254956,58225854370216,58225854707195,58225854888497,58225855124539,58225855905997,58225856175268,
0,58225869014673,58225869014673,9223372036854775807,0,58225869387507,58225869427403,58225870564800,58225870605529,58225870965789,58225871034331,58225871244123,58225872096935,58225872455216,
0,58225885599995,58225885599995,9223372036854775807,0,58225885914591,58225885947560,58225888375372,58225888417091,58225888555841,58225888602351,58225888785789,58225889522351,58225889875372,
1,58225918770639,58225918770639,9223372036854775807,0,58225924211466,58225924226935,58225924307612,58225929345632,58225931063446,58225931098133,58225931892248,58225933813550,58225934174695,
0,58225935355961,58225968689295,9223372036854775807,0,58225980886779,58225980906779,58225980920216,58226156047820,58226160350841,58226160401935,58226162685112,58226168615893,58226169073653,
0,58226167550469,58226184217136,9223372036854775807,0,58226200198081,58226200218862,58226200288133,58226209656466,58226211503446,58226211546258,58226211747456,58226212620373,58226213033133,
0,58226217306435,58226217306435,9223372036854775807,0,58226222487925,58226222507091,58226222509643,58226229872976,58226231663289,58226231715998,58226231977716,58226235020789,58226235557091,
0,58226233891757,58226233891757,9223372036854775807,0,58226241737352,58226241757925,58226241760529,58226242601206,58226243285268,58226243316102,58226243491779,58226244910685,58226245255685,
0,58226250477079,58226250477079,9223372036854775807,0,58226258029070,58226258049487,58226258052039,58226258766778,58226259428601,58226259461674,58226259696726,58226261880373,58226262299070,
0,58226267062401,58226267062401,9223372036854775807,0,58226267931987,58226267946830,58226267949226,58226269294434,58226269932039,58226269961622,58226270377769,58226271687560,58226271979800,
0,58226283647723,58226283647723,9223372036854775807,0,58226283982456,58226284010060,58226284012612,58226285167872,58226286142820,58226286173810,58226286414591,58226287672664,58226287981778,
0,58226300233045,58226300233045,9223372036854775807,0,58226300562300,58226300598081,58226300600789,58226301721831,58226302575685,58226302607768,58226304241362,58226305720789,58226306287299,
0,58226316818367,58226316818367,9223372036854775807,0,58226317122195,58226317154903,58226317157247,58226318046101,58226319263862,58226319301622,58226319692403,58226321516154,58226321833341,
0,58226333403689,58226333403689,9223372036854775807,0,58226333695112,58226333714018,58226333716779,58226334856101,58226335771831,58226335813862,58226336166362,58226337838705,58226338212664,
0,58226349989011,58226349989011,9223372036854775807,0,58226350391571,58226350409435,58226350411310,58226351250841,58226352489331,58226352520216,58226352823498,58226354636206,58226355012456,
0,58226366574333,58226366574333,9223372036854775807,0,58226366876205,58226366908185,58226366910268,58226367782716,58226368200268,58226368263028,58226369016153,58226370969539,58226371311675,
1,58227346005025,58227346005025,9223372036854775807,0,58227348104172,58227348128807,58227348131307,58227359282350,58227359474173,58227359746673,58227359938548,58227365136726,58227365782195,
0,58227511660968,58227511660968,9223372036854775807,0,58227511951517,58227511967872,58227511969747,58227512350476,58227512687767,58227512819903,58227513164903,58227515097194,58227515779694,
0,58228970380354,58228970380354,9223372036854775807,0,58228972361465,58228972383288,58228972386830,58228972448653,58228976817402,58228976906517,58228977840579,58228986009955,58228988966725,
0,58229153251572,58229186584906,9223372036854775807,0,58229197046882,58229197064069,58229197165059,58229197199017,58229197856256,58229197897298,58229198672246,58229199104642,58229205910840,
0,58229203014813,58229203014813,9223372036854775807,0,58229217601465,58229217619329,58229218473079,58229218845788,58229219459225,58229219635683,58229219815006,58229222484747,58229222849538,
0,58229219602560,58229219602560,9223372036854775807,0,58229223220059,58229223222403,58229224029226,58229224057090,58229226374642,58229226590163,58229226643184,58229228100319,58229228479069,
0,58229236190307,58229236190307,9223372036854775807,0,58229237079069,58229237097298,58229238111673,58229238488704,58229239181517,58229239223756,58229242404226,58229243355424,58229243882298,
0,58229252778054,58229252778054,9223372036854775807,0,58229253658392,58229253661569,58229254611830,58229254653288,58229254914382,58229254965788,58229255239017,58229256197455,58229256515111,
0,58229269365801,58229269365801,9223372036854775807,0,58229271078913,58229271097924,58229271989278,58229272041101,58229272183965,58229272243080,58229272489382,58229273885267,58229274361673,
0,58229285953548,58229285953548,9223372036854775807,0,58229286253444,58229286270527,58229287787819,58229287826204,58229287970944,58229288021100,58229288260319,58229289840371,58229290325580,
0,58229302541295,58229302541295,9223372036854775807,0,58229303114069,58229303164642,58229305328809,58229305377767,58229305542194,58229305595684,58229305865840,58229307359486,58229307867454,
0,58229319129042,58229319129042,9223372036854775807,0,58229319538600,58229319559590,58229321669330,58229321716257,58229321884278,58229322254382,58229322640528,58229325176934,58229325901882,
0,58229335716789,58229335716789,9223372036854775807,0,58229337906100,58229337925163,58229338796933,58229338839121,58229338992819,58229339041725,58229339337194,58229340585215,58229341170528,
0,58229352304536,58229352304536,9223372036854775807,0,58229354571048,58229354590684,58229355917819,58229355960684,58229356110840,58229356149798,58229356767402,58229357642350,58229357962559,
0,58229368892283,58229368892283,9223372036854775807,0,58229369295944,58229369327923,58229371050684,58229371100267,58229371269486,58229371315111,58229371519747,58229373430476,58229373730111,
0,58229385480030,58229385480030,9223372036854775807,0,58229386371465,58229386425215,58229388521829,58229388628652,58229389037923,58229389140996,58229389342975,58229390203080,58229390509590,
0,58229402067777,58229402067777,9223372036854775807,0,58229402757507,58229402820007,58229405915371,58229405961309,58229406126309,58229406167402,58229406365059,58229407422090,58229407744746,
0,58229418655524,58229418655524,9223372036854775807,0,58229419160788,58229419206204,58229423037767,58229423078288,58229423223496,58229423294746,58229424512090,58229425310580,58229425641673,
1,58229451831018,58229468497685,9223372036854775807,0,58229469191777,58229469206985,58229469296360,58229482447299,58229483415736,58229483450736,58229483943236,58229485956048,58229486548444,
0,58229485006512,58229518339846,9223372036854775807,0,58229525018548,58229525039538,58229525051830,58229717494746,58229722896934,58229722937351,58229723155476,58229728781100,58229729458860,
0,58229717234970,58229733901637,9223372036854775807,0,58229747719329,58229747739538,58229747793861,58229754966100,58229756465059,58229756498861,58229756707507,58229757551777,58229757980006,
0,58229766998211,58229766998211,9223372036854775807,0,58229768066829,58229768080736,58229768082611,58229776445371,58229777982350,58229778014017,58229778307611,58229779893704,58229780562455,
0,58229783585958,58229783585958,9223372036854775807,0,58229785533392,58229785549798,58229785551882,58229786943861,58229787734069,58229787775944,58229787953236,58229789274121,58229789574069,
0,58229800173705,58229800173705,9223372036854775807,0,58229800502976,58229800519122,58229800520997,58229801179799,58229801783080,58229801884799,58229802041413,58229804024746,58229804301257,
0,58229816761452,58229816761452,9223372036854775807,0,58229823928080,58229823950996,58229823954121,58229824882507,58229825626413,58229825660736,58229825803288,58229827244798,58229827629590,
0,58229833349199,58229833349199,9223372036854775807,0,58229837224850,58229837242923,58229837244954,58229837828652,58229838390892,58229838431621,58229838581413,58229839971673,58229840395268,
0,58229849936946,58229849936946,9223372036854775807,0,58229850533184,58229850546153,58229850547924,58229852051465,58229852620319,58229852649226,58229852788444,58229854197767,58229854544278,
0,58229866524693,58229866524693,9223372036854775807,0,58229866787142,58229866802767,58229866805475,58229867631881,58229868389954,58229868421204,58229868559485,58229870085320,58229870403757,
0,58229883112440,58229883112440,9223372036854775807,0,58229883481673,58229883497142,58229883499746,58229884499642,58229885802559,58229885834277,58229885968548,58229890480007,58229890822299,
0,58229899700187,58229899700187,9223372036854775807,0,58229899954121,58229899971569,58229899973548,58229900736829,58229901344589,58229901372350,58229901665006,58229903276308,58229903631412,
0,58229916287934,58229916287934,9223372036854775807,0,58229916545058,58229916560266,58229916562297,58229917211360,58229917607662,58229917753703,58229917883547,58229920358808,58229920709173,
1,58230696116290,58230696116290,9223372036854775807,0,58230697203026,58230697266151,58230697268079,58230721868444,58230721999225,58230722509016,58230722798079,58230731021308,58230731771048,
0,58230878443743,58230878443743,9223372036854775807,0,58230878841985,58230878860839,58230878863391,58230879250630,58230879670266,58230879710787,58230879926360,58230881401464,58230881892975,
0,58232304000305,58232304000305,9223372036854775807,0,58232304266099,58232304281724,58232304283599,58232304319641,58232306869433,58232306909901,58232307255839,58232313971620,58232314445891,
0,58232486346007,58232503012674,9223372036854775807,0,58232512666048,58232512683808,58232512870162,58232512902350,58232513568079,58232513616620,58232514322141,58232514690006,58232520838755,
0,58232519499771,58232519499771,9223372036854775807,0,58232530269380,58232530287974,58232531258078,58232531600005,58232532172349,58232532222661,58232532322609,58232534457661,58232534905161,
0,58232536076653,58232536076653,9223372036854775807,0,58232537185004,58232537187140,58232539111879,58232539143702,58232541635838,58232541685109,58232541885786,58232544012088,58232546593807,
0,58232552653535,58232552653535,9223372036854775807,0,58232552909901,58232552925422,58232553923807,58232554286671,58232555160525,58232555211150,58232560968754,58232561721410,58232562094431,
0,58232570153806,58232570153806,9223372036854775807,0,58232571067868,58232571069847,58232571862868,58232571898024,58232572026618,58232572059222,58232572200784,58232572899586,58232573204326,
0,58232586725229,58232586725229,9223372036854775807,0,58232587737712,58232587756149,58232588920316,58232588986305,58232589340680,58232589373753,58232589553910,58232590484275,58232590910161,
0,58232603294882,58232603294882,9223372036854775807,0,58232604031776,58232604057453,58232605400734,58232605438026,58232605576203,58232605608599,58232605811776,58232606690578,58232606923911,
0,58232619864620,58232619864620,9223372036854775807,0,58232620198599,58232620214797,58232621511151,58232621547713,58232621676411,58232621710630,58232621858182,58232622720578,58232622951411,
0,58232636435010,58232636435010,9223372036854775807,0,58232636719223,58232636734536,58232637951515,58232637985578,58232638123494,58232638153859,58232638306880,58232638991880,58232639221202,
0,58232653005400,58232653005400,9223372036854775807,0,58232653280370,58232653296307,58232654448599,58232654485109,58232654631828,58232654676932,58232654847505,58232655523599,58232655749328,
0,58232669575790,58232669575790,9223372036854775807,0,58232671008443,58232671050943,58232672130786,58232672171620,58232672344588,58232672393703,58232672552609,58232673314484,58232673569953,
0,58232686146180,58232686146180,9223372036854775807,0,58232687464328,58232687484640,58232688973025,58232689016046,58232689183755,58232689229900,58232689425786,58232690318078,58232690631724,
0,58232702716570,58232702716570,9223372036854775807,0,58232704968859,58232704989588,58232705699119,58232705737140,58232705883390,58232705920734,58232706088234,58232706870942,58232707166203,
0,58232719286960,58232719286960,9223372036854775807,0,58232720226932,58232720247713,58232721958651,58232722003495,58232722165943,58232722210005,58232722397245,58232723178547,58232723459015,
0,58232735857350,58232735857350,9223372036854775807,0,58232737118338,58232737139067,58232739389171,58232739433442,58232739594588,58232739647036,58232739829952,58232740848651,58232741210578,
1,58232768998130,58232768998130,9223372036854775807,0,58232772195370,58232772213755,58232772760578,58232781120838,58232781978026,58232782014849,58232784132922,58232785195369,58232785827140,
1,58232768998130,58232768998130,9223372036854775807,0,58232772195370,58232772213755,58232772760578,58232781120838,58232781978026,58232782014849,58232784132922,58232785195369,58232785827140,
0,58232785568520,58232852235188,9223372036854775807,0,58232864532974,58232864549119,58232864565005,58233085054692,58233089042140,58233089092765,58233089413754,58233093909067,58233094274692,
0,58233100665186,58233100665186,9223372036854775807,0,58233114959588,58233114978442,58233115030265,58233121636776,58233123114484,58233123146776,58233123388390,58233124456307,58233124911724,
0,58233133845200,58233133845200,9223372036854775807,0,58233134107244,58233134125890,58233134127817,58233141744380,58233143392505,58233143431047,58233143798234,58233145409328,58233145757453,
0,58233150429947,58233150429947,9223372036854775807,0,58233150682401,58233150699641,58233150701463,58233151364640,58233152223963,58233152275838,58233152519588,58233153864640,58233154212974,
0,58233167026235,58233167026235,9223372036854775807,0,58233167323911,58233167338182,58233167340109,58233168033182,58233168760942,58233168874900,58233169013494,58233180568078,58233180903234,
0,58233183612908,58233183612908,9223372036854775807,0,58233183873442,58233183890057,58233183891984,58233184521776,58233185218546,58233185264796,58233185525005,58233186835109,58233187161619,
0,58233200199581,58233200199581,9223372036854775807,0,58233200451776,58233200469432,58233200471411,58233201125943,58233201777974,58233201919015,58233202073182,58233203606307,58233204041151,
0,58233216786254,58233216786254,9223372036854775807,0,58233217055265,58233217072869,58233217074744,58233217715161,58233218094380,58233218164536,58233218378546,58233221816411,58233222529328,
1,58233730973117,58233730973117,9223372036854775807,0,58233736812140,58233736861932,58233738965369,58233744203963,58233748766619,58233748834015,58233749501723,58233756930265,58233757694692,
0,58233747559790,58233747559790,9223372036854775807,0,58233750457453,58233750503391,58233753179380,58233753334536,58233757118963,58233757718963,58233757951150,58233758997244,58233760561151,
0,58233764146463,58233764146463,9223372036854775807,0,58233764526932,58233764576724,58233766287244,58233766422244,58233766759692,58233766960005,58233767231567,58233768371671,58233769299432,
0,58233780733136,58233780733136,9223372036854775807,0,58233781671880,58233781690838,58233782706932,58233782747922,58233783104588,58233783142817,58233783393286,58233784396099,58233784685265,
0,58233797319809,58233797319809,9223372036854775807,0,58233798670161,58233798716411,58233799965838,58233800071724,58233800449276,58233800484016,58233800758130,58233801742609,58233802060005,
0,58233813906482,58233813906482,9223372036854775807,0,58233816994015,58233817024953,58233818295838,58233818361567,58233818920525,58233818959171,58233819223390,58233820252661,58233820542245,
0,58233830493155,58233830493155,9223372036854775807,0,58233833434640,58233833465265,58233834451932,58233834520474,58233835059901,58233835097817,58233835358078,58233836384380,58233836684848,
0,58233847079828,58233847079828,9223372036854775807,0,58233847582036,58233847636411,58233850756828,58233850899380,58233851267245,58233851306672,58233851576828,58233852679224,58233852961151,
