	1.42	1.12	3.09	0.71
	1.26	0.76	2.33	0.42
	1.39	0.76	2.34	0.42
	1.28	0.29	1.90	1.10
	1.17	0.76	5.28	0.75
	1.97	1.80	5.49	1.33
	2.71	1.09	5.56	0.78
	2.92	0.91	13.19	0.85
	3.57	0.49	6.61	0.82
	3.68	1.59	1.96	0.56
	4.11	0.48	4.90	1.02
	1.63	0.45	3.15	0.61
	2.08	0.58	2.88	0.61
	2.80	1.30	3.91	0.91
	4.76	0.64	3.88	0.88
	4.96	0.66	4.22	0.96
	4.81	0.73	4.58	1.07
	4.86	0.62	3.89	0.95
	4.80	0.75	4.61	0.96
	3.05	0.91	3.94	0.97
	3.52	0.99	3.86	1.03
	3.40	0.86	4.46	0.96
	1.74	0.96	4.66	0.92
	5.85	21.91	8.14	1.30
	13.84	1.04	2.07	0.48
	4.60	0.48	1.89	0.56
	4.09	0.29	1.99	0.39
	5.38	0.72	10.04	3.80
	5.31	0.18	2.50	0.49
	5.34	0.55	2.44	0.45
	29.37	0.65	1.68	0.52
	3.03	0.12	1.55	0.34
	1.72	0.12	1.31	0.36
	1.22	0.18	1.53	0.35
	1.17	0.16	1.67	0.44
	1.89	0.13	1.61	0.45
	13.95	0.17	1.74	0.45
	1.60	0.19	1.51	0.91
	1.12	0.13	1.38	0.47
	1.51	0.31	2.03	0.63
	1.69	0.17	1.50	0.47
	1.09	0.12	1.39	0.50
	1.32	0.17	1.88	0.44
	1.13	0.12	1.36	0.42
	1.74	0.18	1.57	0.47
	1.37	0.18	1.62	0.44
	1.19	0.17	1.59	0.43
	1.13	0.13	1.50	0.44
	3.76	0.16	1.58	0.51
	7.93	0.25	2.08	0.61
	3.87	14.99	6.25	2.65
	3.76	0.14	1.56	0.34
	2.91	0.27	1.76	0.38
	1.75	0.23	1.37	0.31
	1.88	0.31	1.41	0.25
	2.49	0.53	1.76	0.32
	2.05	0.29	1.78	0.29
	32.33	0.85	2.04	0.81
	2.42	0.18	2.67	0.46
	0.78	0.39	1.68	0.35
	0.87	0.54	1.51	0.25
	1.05	1.11	1.70	0.27
	1.39	0.37	1.65	0.26
	4.79	0.27	1.58	0.28
	1.23	0.70	1.62	0.29
	1.30	0.40	1.61	0.30
	1.39	0.40	1.66	0.30
	1.75	0.41	2.39	0.88
	2.12	0.50	2.15	0.36
	2.37	0.76	2.02	0.32
	2.06	0.50	2.54	1.24
	1.77	0.53	1.79	0.32
	1.64	0.82	1.93	0.39
	1.95	0.46	2.67	0.42
	1.49	0.58	1.73	0.31
	1.71	0.96	1.62	0.32
	8.15	0.48	1.68	0.28
	3.69	14.28	6.87	2.40
	2.80	0.14	1.60	0.35
	2.62	0.27	2.13	0.38
	1.48	0.22	1.36	0.31
	2.84	0.25	1.49	0.32
	5.59	0.66	4.04	2.02
	7.22	0.80	4.59	2.96
	34.84	0.73	1.75	0.45
	7.04	0.16	1.69	0.33
	1.26	0.42	1.78	0.33
	1.02	0.27	1.33	0.26
	1.71	0.36	1.69	0.31
	2.39	0.47	1.45	0.34
	14.03	0.93	2.25	1.06
	6.96	0.45	1.79	0.35
	2.68	0.74	1.88	0.33
	1.90	0.52	1.92	0.33
	1.33	0.30	1.52	0.32
	2.91	0.74	2.17	0.39
	2.05	0.63	2.82	0.46
	2.95	0.42	1.44	0.35
	1.14	0.77	1.73	0.31
	1.78	0.32	1.52	0.24
	1.29	0.35	1.85	0.33
	1.80	0.46	1.77	0.33
	1.23	0.48	1.56	0.30
	1.35	0.34	1.55	0.31
	1.36	0.39	1.84	0.72
	1.16	0.51	1.70	0.88
	2.17	0.32	1.70	0.35
	6.81	0.49	1.99	0.38
	5.25	16.36	8.11	4.88
	5.03	0.16	2.45	0.45
	3.02	0.00	0.00	0.00
	1.09	0.29	3.31	0.44
	2.22	0.14	1.61	2.74
	3.42	0.66	2.16	0.35
	2.71	1.39	3.73	0.50
	19.75	0.81	2.21	0.74
	5.23	0.23	4.48	0.47
	1.19	0.32	2.13	0.39
	1.16	0.31	1.76	0.35
	1.33	0.63	4.48	0.89
	1.86	0.70	1.99	0.65
	1.65	0.52	1.83	0.44
	16.00	0.41	2.43	0.78
	1.78	0.31	2.45	3.32
	2.22	0.42	2.22	0.31
	1.39	0.69	2.06	0.78
	1.34	0.46	2.35	0.96
	1.94	0.59	2.38	0.33
	1.49	0.49	2.20	0.76
	2.74	0.50	2.13	0.58
	1.58	0.55	2.19	0.28
	1.64	0.63	2.41	1.04
	2.33	0.62	4.38	0.41
	4.49	0.68	2.60	0.37
	6.64	0.38	1.63	0.33
	9.16	18.32	8.79	3.47
	12.92	0.17	1.73	0.38
	2.93	0.42	2.76	0.40
	2.26	0.24	1.81	0.43
	2.98	0.38	2.21	0.33
	5.15	0.37	2.84	0.36
	4.59	0.58	2.22	0.85
	30.30	0.87	1.87	0.42
	4.30	0.14	1.90	0.41
	0.93	0.14	1.54	0.38
	1.00	0.12	1.57	0.38
	3.77	0.20	2.15	0.45
	1.19	0.18	1.85	0.43
	11.38	0.16	1.95	0.43
	8.43	0.22	1.71	1.62
	0.85	0.48	1.94	0.46
	1.07	0.35	1.65	0.36
	1.30	0.49	2.03	0.38
	0.99	0.51	2.02	0.40
	1.30	0.46	1.84	0.38
	1.58	0.46	2.40	0.49
	1.52	0.68	2.38	0.45
	1.25	0.59	2.30	0.63
	1.99	0.61	2.78	0.48
	1.73	0.71	2.12	0.44
	1.93	0.54	3.02	0.52
	5.85	0.78	2.81	0.48
	4.48	12.81	6.41	2.83
	2.84	0.26	1.53	0.29
	2.38	0.28	2.04	0.37
	1.75	0.25	1.46	0.26
	3.24	0.38	1.52	0.28
	2.60	0.41	1.95	0.27
	3.89	0.31	1.56	0.29
	3.69	0.35	1.67	0.34
	2.40	0.28	1.71	0.28
	1.97	0.28	1.52	0.30
	0.86	0.56	1.40	0.25
	1.31	0.36	1.64	0.29
	3.44	0.35	1.67	0.26
	1.08	0.31	1.96	0.46
	1.77	0.68	2.46	0.48
	2.40	0.38	2.13	0.30
	2.51	0.51	1.91	0.33
	1.50	0.26	1.75	1.09
	4.69	0.42	1.52	0.29
	1.95	0.50	2.05	0.32
	2.49	0.53	2.19	0.30
	2.80	0.52	2.07	0.31
	1.94	0.50	2.03	0.34
	2.83	0.41	1.83	0.29
	1.78	0.64	2.17	0.48
	2.35	0.51	2.25	0.32
	3.11	0.35	2.01	0.58
	8.72	0.58	3.59	1.06
	3.53	12.34	6.79	2.88
	1.86	0.14	1.68	0.30
	2.46	0.71	2.23	0.34
	2.08	0.23	1.49	0.27
	2.72	0.58	1.43	0.33
	4.48	0.76	3.18	1.97
	5.32	0.51	9.54	7.20
	14.32	5.07	2.25	0.48
	6.77	0.29	2.22	1.05
	2.16	0.30	1.57	0.28
	1.47	0.22	1.36	0.24
	1.21	0.25	1.24	0.22
	3.70	0.25	1.49	0.33
	1.93	0.42	1.82	0.32
	1.76	0.37	1.85	0.32
	2.46	0.61	2.22	0.33
	1.95	0.42	1.85	0.59
	1.96	0.42	1.89	0.58
	2.63	0.49	1.97	0.33
	2.77	0.60	2.24	0.33
	2.76	0.37	3.19	0.38
	1.95	0.40	1.82	0.32
	2.68	0.43	1.74	0.30
	1.82	0.41	1.95	0.47
	3.00	0.46	1.97	0.31
	2.51	0.61	2.18	0.30
	2.49	0.39	2.09	0.66
	2.72	0.35	3.40	0.36
	3.06	0.60	2.18	0.30
	6.01	0.44	1.64	0.42
	36.08	0.97	2.69	0.36
	4.33	14.09	7.27	2.90
	3.61	0.20	3.14	0.45
	4.64	0.44	2.57	0.47
	2.85	0.32	2.27	0.39
	6.03	0.61	4.05	2.05
	6.93	1.24	3.62	0.76
	8.01	0.55	7.37	3.09
	33.30	0.47	2.13	0.37
	2.68	0.16	1.42	1.91
	1.45	0.41	1.49	0.33
	1.33	0.27	1.28	0.27
	2.20	0.51	1.10	0.28
	2.23	0.39	1.32	0.36
	2.58	0.32	1.28	0.28
	2.85	0.69	1.98	0.41
	2.78	0.57	1.64	0.32
	2.84	0.67	1.74	0.62
	2.07	0.53	2.12	0.72
	1.19	0.23	0.95	0.40
	1.45	0.24	0.74	0.38
	1.93	0.14	0.78	0.38
	1.89	0.14	0.88	0.49
	1.61	0.14	0.77	0.42
	0.91	0.12	0.83	0.37
	1.33	0.20	1.01	0.52
	1.76	0.44	0.97	0.55
	1.53	0.28	0.99	0.55
	3.47	0.17	1.11	0.50
	3.22	0.26	0.92	0.40
	1.17	0.17	3.18	0.75
	0.99	0.14	27.52	0.71
	6.46	0.83	1.13	2.55
	23.38	0.23	0.85	0.37
	3.77	11.24	10.24	0.73
	1.22	0.35	1.02	0.74
	1.37	0.28	1.25	0.59
	1.44	1.07	1.16	0.44
	1.90	0.43	1.19	0.46
	2.06	0.24	1.16	0.49
	1.49	0.24	1.64	0.36
	1.73	0.36	1.36	7.41
	1.07	0.32	1.37	0.38
	1.08	0.21	1.15	0.83
	2.19	0.20	0.85	0.35
	1.24	0.26	1.10	0.35
	1.31	0.25	1.81	0.37
	1.14	0.22	1.83	0.35
	1.44	0.32	1.06	0.33
	1.66	0.26	1.08	0.34
	1.63	0.29	1.14	0.37
	1.86	0.29	1.00	0.36
	1.78	0.32	1.07	0.38
	1.62	0.25	1.12	0.35
	1.67	0.44	1.02	0.35
	1.64	0.40	1.07	0.38
	1.51	0.39	1.06	0.44
	1.71	0.33	1.15	0.35
	1.44	0.45	1.12	0.34
	1.52	0.42	1.32	0.36
	1.46	0.41	1.32	1.95
	2.91	0.45	1.79	0.86
	7.06	1.25	2.86	0.82
	10.61	3.77	6.66	4.65
	0.99	0.21	1.06	0.58
	1.63	0.06	0.83	0.35
	1.87	0.06	1.15	0.43
	2.35	0.06	0.93	0.40
	1.20	0.09	2.19	0.55
	1.37	0.07	0.79	0.75
	0.90	0.15	0.95	0.42
	1.22	0.07	0.86	0.40
	1.14	0.06	0.86	0.87
	0.83	0.06	0.96	0.36
	0.88	0.07	1.04	0.50
	1.04	0.15	0.93	0.64
	1.05	0.18	0.85	0.44
	1.05	0.12	0.84	0.46
	1.04	0.07	0.94	0.55
	0.95	0.07	0.96	0.51
	0.90	0.07	0.93	0.49
	1.28	0.07	0.86	0.53
	1.05	0.06	0.88	0.56
	0.87	0.07	0.89	0.47
	0.80	0.05	0.82	0.41
	0.99	0.22	0.85	0.51
	1.35	0.17	1.09	0.74
	1.65	0.08	1.03	0.56
	3.25	0.11	1.31	0.78
	7.95	0.15	9.79	3.65
	2.52	0.11	1.00	0.39
	2.34	0.22	1.10	0.54
	7.77	0.20	0.92	0.37
	2.35	0.52	0.95	1.91
	6.96	0.21	0.98	0.39
	3.28	0.93	1.51	0.32
	7.16	0.31	1.28	0.44
	3.36	0.43	1.33	0.34
	1.58	0.42	0.83	0.31
	1.35	0.20	0.92	0.29
